Metagenome sample,Phylum,Class,percent_TPM,ASV sample,18S reads
D0117A,Mucoromycota,Glomeromycetes,2.9160426880652434e-05,Lasker18Sc129_5_D0117,0.0
D0132A,Mucoromycota,Glomeromycetes,4.172382763433485e-05,Lasker18Sc130_17_D0132,0.0
D0133A,Mucoromycota,Glomeromycetes,2.5641463249401025e-05,Lasker18Sc130_19_D0133,0.0
D0127A,Mucoromycota,Glomeromycetes,1.6853339159333908e-05,Lasker18Sc130_3_D0127,0.0
D0128A,Mucoromycota,Glomeromycetes,1.639074513614954e-05,Lasker18Sc130_5_D0128,0.0
D0142A,Mucoromycota,Glomeromycetes,3.853798200530111e-05,Lasker18Sc132_17_D0142,0.0
D0143A,Mucoromycota,Glomeromycetes,3.676234367416659e-05,Lasker18Sc132_19_D0143,0.0
D0137A,Mucoromycota,Glomeromycetes,2.098651865224928e-05,Lasker18Sc132_3_D0137,0.0
D0138A,Mucoromycota,Glomeromycetes,2.1862272636334192e-05,Lasker18Sc132_5_D0138,0.0
D0152A,Mucoromycota,Glomeromycetes,2.7909064651736845e-05,Lasker18Sc133_17_D0152,0.0
D0153A,Mucoromycota,Glomeromycetes,1.7558506259010347e-05,Lasker18Sc133_19_D0153,0.0
D0147A,Mucoromycota,Glomeromycetes,1.80403159586622e-05,Lasker18Sc133_3_D0147,0.0
D0148A,Mucoromycota,Glomeromycetes,1.94229267510721e-05,Lasker18Sc133_5_D0148,0.0
D0163A,Mucoromycota,Glomeromycetes,2.9695227933497996e-05,Lasker18Sc134_17_D0163,0.0
D0164A,Mucoromycota,Glomeromycetes,3.106748814468308e-05,Lasker18Sc134_19_D0164,0.0
D0158A,Mucoromycota,Glomeromycetes,2.444906352089141e-05,Lasker18Sc134_3_D0158,0.0
D0159A,Mucoromycota,Glomeromycetes,2.6894059542382147e-05,Lasker18Sc134_5_D0159,0.0
D0173A,Mucoromycota,Glomeromycetes,3.432389869107716e-05,Lasker18Sc135_17_D0173,0.0
D0174A,Mucoromycota,Glomeromycetes,3.366020893623056e-05,Lasker18Sc135_19_D0174,0.0
D0275A,Mucoromycota,Glomeromycetes,3.5583882471924644e-05,Lasker18Sc158_17_D0275,0.0
D0276A,Mucoromycota,Glomeromycetes,3.048695489485144e-05,Lasker18Sc158_19_D0276,0.0
D0270A,Mucoromycota,Glomeromycetes,1.808180070514283e-05,Lasker18Sc158_3_D0270,0.0
D0271A,Mucoromycota,Glomeromycetes,2.3651528798798072e-05,Lasker18Sc158_5_D0271,0.0
zr2760_52,Mucoromycota,Mortierellomycetes,8.222047161707924e-06,CN18FESPkoa_SC24,0.0
zr2760_64,Mucoromycota,Mortierellomycetes,1.113101413679531e-05,CN18FESPkoa_SC26,0.0
zr2760_79,Mucoromycota,Mortierellomycetes,9.457177756928523e-06,CN18FESPkoa_SC29,0.0
zr2760_59,Mucoromycota,Mortierellomycetes,1.2735635380824032e-05,CN18FESPkoa_SC30,0.0
zr2760_48,Mucoromycota,Mortierellomycetes,6.403328023298509e-06,CN18FESPkoa_SC31,0.0
zr2760_50,Mucoromycota,Mortierellomycetes,1.009624643498715e-05,CN18FESPkoa_SC32,0.0
zr2760_38,Mucoromycota,Mortierellomycetes,5.335807572244815e-06,CN18FESPkoa_SC34,0.0
zr2760_62,Mucoromycota,Mortierellomycetes,1.2273050892154996e-05,CN18FESPkoa_SC35,0.0
zr2760_53,Mucoromycota,Mortierellomycetes,4.922888771780213e-06,CN18FESPkoa_SC37,0.0
zr2760_49,Mucoromycota,Mortierellomycetes,1.5459659641154595e-05,CN18FESPkoa_SC40,0.0
zr2760_31,Mucoromycota,Mortierellomycetes,1.3449991427438977e-05,CN18FESPkoa_SC41,0.0
zr2760_37,Mucoromycota,Mortierellomycetes,8.701460048988047e-06,CN18FESPkoa_SC43,0.0
zr2760_34,Mucoromycota,Mortierellomycetes,5.81866083532304e-06,CN18FESPkoa_SC44,0.0
zr2760_46,Mucoromycota,Mortierellomycetes,2.1048745664803164e-05,CN18FESPkoa_SC46,0.0
zr2760_18,Mucoromycota,Mortierellomycetes,1.0388574351568533e-05,CN18FESPkoa_SC47,0.0
zr2760_56,Mucoromycota,Mortierellomycetes,7.331145998786277e-06,CN18FESPkoa_SC49,0.0
zr2760_41,Mucoromycota,Mortierellomycetes,1.124279269268734e-05,CN18FESPkoa_SC52,0.0
zr2760_35,Mucoromycota,Mortierellomycetes,1.1264851594782704e-05,CN18FESPkoa_SC53,0.0
zr2760_33,Mucoromycota,Mortierellomycetes,7.276027203200395e-06,CN18FESPkoa_SC55,0.0
zr2760_51,Mucoromycota,Mortierellomycetes,1.059953735877732e-05,CN18FESPkoa_SC56,0.0
zr2760_39,Mucoromycota,Mortierellomycetes,9.503637227764242e-06,CN18FESPkoa_SC57,0.0
zr2760_44,Mucoromycota,Mortierellomycetes,1.0983395063592144e-05,CN18FESPkoa_SC58,0.0
zr2760_45,Mucoromycota,Mortierellomycetes,1.1708465144010943e-05,CN18Fc12_8_eDNA,0.0
zr2760_67,Mucoromycota,Mortierellomycetes,1.8786621676329847e-05,CN18Fc19_5_eDNA,0.0
zr2760_54,Mucoromycota,Mortierellomycetes,9.507261170223664e-06,CN18Fc21_6_eDNA,0.0
zr2760_63,Mucoromycota,Mortierellomycetes,1.768898376109923e-05,CN18Fc22_6_eDNA,0.0
zr2760_65,Mucoromycota,Mortierellomycetes,1.636570949190522e-05,CN18Fc24_6_eDNA,0.0
zr2760_42,Mucoromycota,Mortierellomycetes,1.2715232204135276e-05,CN18Fc25_5_eDNA,0.0
zr2760_66,Mucoromycota,Mortierellomycetes,1.6372939708371957e-05,CN18Fc27_4_eDNA,0.0
zr2760_16,Mucoromycota,Mortierellomycetes,1.6872726445712375e-05,CN18Fc29_6_eDNA,0.0
zr2760_28,Mucoromycota,Mortierellomycetes,1.178423903070264e-05,CN18Fc30_4_eDNA,0.0
zr2760_58,Mucoromycota,Mortierellomycetes,1.308446390031348e-05,CN18Fc32_4_eDNA,0.0
zr2760_40,Mucoromycota,Mortierellomycetes,1.1753932662019596e-05,CN18Fc33_5_eDNA,0.0
zr2760_36,Mucoromycota,Mortierellomycetes,1.4086601665017562e-05,CN18Fc35_5_eDNA,0.0
zr2760_47,Mucoromycota,Mortierellomycetes,1.486111723913036e-05,CN18Fc36_6_eDNA,0.0
zr2760_60,Mucoromycota,Mortierellomycetes,1.287258750165368e-05,CN18Fc38_5_eDNA,0.0
zr2760_68,Mucoromycota,Mortierellomycetes,1.17504960009398e-05,CN18Fc40_6_eDNA,0.0
zr2760_57,Mucoromycota,Mortierellomycetes,1.3569457480894384e-05,CN18Fc41_6_eDNA,0.0
zr2760_55,Mucoromycota,Mortierellomycetes,1.544165125260699e-05,CN18Fc43_5_eDNA,0.0
zr2760_32,Mucoromycota,Mortierellomycetes,1.5014141416319377e-05,CN18Fc44_8_eDNA,0.0
zr2760_76,Mucoromycota,Mortierellomycetes,2.0715281786598925e-05,CN18Fc46_8_eDNA,0.0
zr2760_69,Mucoromycota,Mortierellomycetes,1.2657192637106036e-05,CN18Fc47_6_eDNA,0.0
zr2760_75,Mucoromycota,Mortierellomycetes,1.4361206215738374e-05,CN18Fc49_6_eDNA,0.0
zr2760_71,Mucoromycota,Mortierellomycetes,1.1610426051590913e-05,CN18Fc51_5_eDNA,0.0
zr2760_61,Mucoromycota,Mortierellomycetes,1.5885134223399025e-05,CN18SESPkoa_SC36,0.0
zr2760_25,Mucoromycota,Mortierellomycetes,1.296863166961456e-05,CN18SESPkoa_SC37,0.0
zr2760_73,Mucoromycota,Mortierellomycetes,2.0809073005623987e-05,CN18SESPkoa_SC39,0.0
zr2760_17,Mucoromycota,Mortierellomycetes,1.4756181311581272e-05,CN18SESPkoa_SC40,0.0
zr2760_74,Mucoromycota,Mortierellomycetes,1.8419327812766848e-05,CN18SESPkoa_SC41,0.0
zr2760_78,Mucoromycota,Mortierellomycetes,1.179167376821474e-05,CN18SESPkoa_SC44,0.0
zr2760_23,Mucoromycota,Mortierellomycetes,1.4088849347256956e-05,CN18SESPkoa_SC45,0.0
zr2760_10,Mucoromycota,Mortierellomycetes,1.268989557091655e-05,CN18SESPkoa_SC47,0.0
zr2760_12,Mucoromycota,Mortierellomycetes,1.5166046363508866e-05,CN18SESPkoa_SC49,0.0
zr2760_30,Mucoromycota,Mortierellomycetes,1.1517025817997092e-05,CN18Sc09_2_eDNA,0.0
zr2760_24,Mucoromycota,Mortierellomycetes,1.216702807979874e-05,CN18Sc10_2_eDNA,0.0
zr2760_27,Mucoromycota,Mortierellomycetes,1.5211067872203086e-05,CN18Sc14_2_eDNA,0.0
zr2760_26,Mucoromycota,Mortierellomycetes,1.2698562317340518e-05,CN18Sc14_8_eDNA,0.0
zr2760_20,Mucoromycota,Mortierellomycetes,1.5460065745430233e-05,CN18Sc15_2_eDNA,0.0
zr2760_77,Mucoromycota,Mortierellomycetes,1.8915641915652832e-05,CN18Sc15_8_eDNA,0.0
zr2760_29,Mucoromycota,Mortierellomycetes,8.872067679695243e-06,CN18Sc18_2_eDNA,0.0
zr2760_43,Mucoromycota,Mortierellomycetes,2.0093554901469316e-05,CN18Sc18_8_eDNA,0.0
zr2760_21,Mucoromycota,Mortierellomycetes,1.3652806465189392e-05,CN18Sc27_2_eDNA,0.0
zr2760_70,Mucoromycota,Mortierellomycetes,1.1575683799231722e-05,CN18Sc27_8_eDNA,0.0
1903buk1_0m-2,Mucoromycota,Mortierellomycetes,8.864950543255337e-05,CN19_Buck1_SN_0m_2,0.0
1903buk2_0m-2,Mucoromycota,Mortierellomycetes,1.6690200197147472e-05,CN19_Buck2_SN_0m_2,0.0
1903_buk5-1,Mucoromycota,Mortierellomycetes,3.787737699773046e-05,CN19_Buck5_0m_1,0.0
1903_buk5-2,Mucoromycota,Mortierellomycetes,1.5724757630287497e-05,CN19_Buck5_0m_2,0.0
1903_buk6-1,Mucoromycota,Mortierellomycetes,2.9044116346638543e-05,CN19_Buck6_Dav_Night_0m_1,0.0
1903_buk6-2,Mucoromycota,Mortierellomycetes,2.295573615543881e-05,CN19_Buck6_Dav_Night_0m_2,0.0
Las19c138_100m-1,Mucoromycota,Mortierellomycetes,1.7614283304362223e-05,CN19_Nisk_Dav_Dawn_100m_1,0.0
Las19c138_100m-2,Mucoromycota,Mortierellomycetes,1.3611358043511156e-05,CN19_Nisk_Dav_Dawn_100m_2,0.0
Las19c138_100m-3,Mucoromycota,Mortierellomycetes,0.0001912714712748,CN19_Nisk_Dav_Dawn_100m_3,0.0
Las19c138_27m-1,Mucoromycota,Mortierellomycetes,3.0137825671798737e-05,CN19_Nisk_Dav_Dawn_27m_1,0.0
Las19c138_5m-1,Mucoromycota,Mortierellomycetes,7.808816438316293e-06,CN19_Nisk_Dav_Dawn_5m_1,0.0
Las19c138_5m-2,Mucoromycota,Mortierellomycetes,1.7968236125032065e-05,CN19_Nisk_Dav_Dawn_5m_2,0.0
Las19c135_13m-1,Mucoromycota,Mortierellomycetes,2.2410815481276125e-05,CN19_Nisk_Dav_Dusk_13m_1,0.0
Las19c135_13m-3,Mucoromycota,Mortierellomycetes,9.735537226667624e-06,CN19_Nisk_Dav_Dusk_13m_3,0.0
Las19c135_5m-1,Mucoromycota,Mortierellomycetes,2.210705676258032e-05,CN19_Nisk_Dav_Dusk_5m_1,0.0
Las19c135_5m-2,Mucoromycota,Mortierellomycetes,6.925235968765903e-06,CN19_Nisk_Dav_Dusk_5m_2,0.0
Las19c135_70m-1,Mucoromycota,Mortierellomycetes,1.9943608008852303e-05,CN19_Nisk_Dav_Dusk_70m_1,6.86643412343102e-05
Las19c135_70m-2,Mucoromycota,Mortierellomycetes,1.8360308562332447e-05,CN19_Nisk_Dav_Dusk_70m_2,8.91841876435308e-05
Las19c135_70m-3,Mucoromycota,Mortierellomycetes,2.911268434825586e-05,CN19_Nisk_Dav_Dusk_70m_3,5.6379320065400016e-05
1903c134_12m-1,Mucoromycota,Mortierellomycetes,2.1488169205716097e-05,CN19_Nisk_Dav_Predusk_12m_1,0.0
1903c144_13m-1,Mucoromycota,Mortierellomycetes,1.018928577027265e-05,CN19_Nisk_Far_13m_1,0.0
1903c144_13m-2,Mucoromycota,Mortierellomycetes,1.3173525691672853e-05,CN19_Nisk_Far_13m_2,0.0
1903c144_5m-1,Mucoromycota,Mortierellomycetes,6.395670398436703e-06,CN19_Nisk_Far_5m_1,0.0
1903c144_5m-2,Mucoromycota,Mortierellomycetes,1.3881603192543653e-05,CN19_Nisk_Far_5m_2,0.0
1903c144_60m-1,Mucoromycota,Mortierellomycetes,2.425095600650404e-05,CN19_Nisk_Far_60m_1,2.217147418131832e-05
1903c144_60m-2,Mucoromycota,Mortierellomycetes,1.762318904558216e-05,CN19_Nisk_Far_60m_2,0.0001774098166765
1903c144_60m-3,Mucoromycota,Mortierellomycetes,2.6728842737580355e-05,CN19_Nisk_Far_60m_3,4.493675152223246e-05
1903c129_100m-1,Mucoromycota,Mortierellomycetes,2.351684363818081e-05,CN19_Nisk_MO_Dawn_100m_1,0.0
1903c129_100m-2,Mucoromycota,Mortierellomycetes,4.3736178993125005e-05,CN19_Nisk_MO_Dawn_100m_2,0.0
1903c129_100m-3,Mucoromycota,Mortierellomycetes,3.1909450305581806e-05,CN19_Nisk_MO_Dawn_100m_3,0.0
1903c129_26m-1,Mucoromycota,Mortierellomycetes,7.766767091792528e-06,CN19_Nisk_MO_Dawn_26m_1,0.0
1903c129_26m-2,Mucoromycota,Mortierellomycetes,2.113242083105436e-05,CN19_Nisk_MO_Dawn_26m_2,0.0
1903c129_5m-1,Mucoromycota,Mortierellomycetes,1.3491427537693037e-05,CN19_Nisk_MO_Dawn_5m_1,0.0
1903c129_5m-2,Mucoromycota,Mortierellomycetes,3.4890868362063096e-05,CN19_Nisk_MO_Dawn_5m_2,0.0
1903c127_100m-2,Mucoromycota,Mortierellomycetes,1.703569526952977e-05,CN19_Nisk_MO_Night_100m_2,0.0
1903c127_100m-3,Mucoromycota,Mortierellomycetes,2.7723616762837544e-05,CN19_Nisk_MO_Night_100m_3,0.0
1903c127_5m-1,Mucoromycota,Mortierellomycetes,1.1669301035017294e-05,CN19_Nisk_MO_Night_5m_1,0.0
1903c127_5m-2,Mucoromycota,Mortierellomycetes,1.4196628882116878e-05,CN19_Nisk_MO_Night_5m_2,0.0
1903c127_7m-1,Mucoromycota,Mortierellomycetes,5.963288418677911e-06,CN19_Nisk_MO_Night_7m_1,0.0
1903c126_100m-1,Mucoromycota,Mortierellomycetes,2.2462350107971663e-05,CN19_Nisk_PB_Dawn_100m_1,0.0
1903c126_100m-2,Mucoromycota,Mortierellomycetes,3.188879506736225e-05,CN19_Nisk_PB_Dawn_100m_2,0.0
1903c126_100m-3,Mucoromycota,Mortierellomycetes,2.3590274930145503e-05,CN19_Nisk_PB_Dawn_100m_3,0.0
1903c126_45m-1,Mucoromycota,Mortierellomycetes,1.7726603090103816e-05,CN19_Nisk_PB_Dawn_45m_1,0.0
1903c126_45m-2,Mucoromycota,Mortierellomycetes,1.7766677035779862e-05,CN19_Nisk_PB_Dawn_45m_2,0.0
1903c126_5m-1,Mucoromycota,Mortierellomycetes,1.8672136272207016e-05,CN19_Nisk_PB_Dawn_5m_1,0.0
1903c126_5m-2,Mucoromycota,Mortierellomycetes,2.270223431721324e-05,CN19_Nisk_PB_Dawn_5m_2,0.0
1903c122_100m-1,Mucoromycota,Mortierellomycetes,2.4362284311970144e-05,CN19_Nisk_PB_Day_100m_1,0.0
1903c122_100m-2,Mucoromycota,Mortierellomycetes,1.6819531325979873e-05,CN19_Nisk_PB_Day_100m_2,0.0
1903c122_100m-3,Mucoromycota,Mortierellomycetes,1.943228571508075e-05,CN19_Nisk_PB_Day_100m_3,0.0
1903c122_28m-1,Mucoromycota,Mortierellomycetes,1.7559289504197412e-05,CN19_Nisk_PB_Day_28m_1,0.0
1903c122_28m-2,Mucoromycota,Mortierellomycetes,2.1455096091662863e-05,CN19_Nisk_PB_Day_28m_2,0.0
1903c122_5m-1,Mucoromycota,Mortierellomycetes,2.1593458551060253e-05,CN19_Nisk_PB_Day_5m_1,0.0
1903c122_5m-2,Mucoromycota,Mortierellomycetes,2.275076012220833e-05,CN19_Nisk_PB_Day_5m_2,0.0
1903c123_10m-1,Mucoromycota,Mortierellomycetes,1.4549936199170271e-05,CN19_Nisk_PB_Dusk_10m_1,0.0
1903c123_10m-2,Mucoromycota,Mortierellomycetes,2.8818584848911573e-05,CN19_Nisk_PB_Dusk_10m_2,0.0
1903c123_5m-2,Mucoromycota,Mortierellomycetes,3.563501709606604e-05,CN19_Nisk_PB_Dusk_5m_2,0.0
1903c123_70m-1,Mucoromycota,Mortierellomycetes,3.592083702376893e-05,CN19_Nisk_PB_Dusk_70m_1,0.0
1903c123_70m-2,Mucoromycota,Mortierellomycetes,1.6553666784209863e-05,CN19_Nisk_PB_Dusk_70m_2,1.2480810753466544e-05
1903c123_70m-3,Mucoromycota,Mortierellomycetes,2.382320483367523e-05,CN19_Nisk_PB_Dusk_70m_3,2.3417832679585503e-05
1903c124_100m-2,Mucoromycota,Mortierellomycetes,2.1377332448114816e-05,CN19_Nisk_PB_Night_100m_2,4.046944556859571e-05
1903c124_100m-3,Mucoromycota,Mortierellomycetes,2.860152966021964e-05,CN19_Nisk_PB_Night_100m_3,0.0
1903c124_15m-1,Mucoromycota,Mortierellomycetes,1.219755948806122e-05,CN19_Nisk_PB_Night_15m_1,0.0
1903c124_15m-2,Mucoromycota,Mortierellomycetes,1.2029451081541627e-05,CN19_Nisk_PB_Night_15m_2,0.0
1903c124_5m-1,Mucoromycota,Mortierellomycetes,2.2037912846906957e-05,CN19_Nisk_PB_Night_5m_1,0.0
1903c124_5m-2,Mucoromycota,Mortierellomycetes,6.616220822889182e-06,CN19_Nisk_PB_Night_5m_2,0.0
1903c111_100m-1,Mucoromycota,Mortierellomycetes,1.2127512416193076e-05,CN19_Nisk_PS_Dawn_100m_1,0.0
1903c111_100m-2,Mucoromycota,Mortierellomycetes,2.7781833547038576e-05,CN19_Nisk_PS_Dawn_100m_2,0.0
1903c111_100m-3,Mucoromycota,Mortierellomycetes,1.8987483121753472e-05,CN19_Nisk_PS_Dawn_100m_3,0.0
1903c111_10m-1,Mucoromycota,Mortierellomycetes,1.3355884172055083e-05,CN19_Nisk_PS_Dawn_10m_1,0.0
1903c111_10m-2,Mucoromycota,Mortierellomycetes,1.1883889890410924e-05,CN19_Nisk_PS_Dawn_10m_2,0.0
1903c111_5m-1,Mucoromycota,Mortierellomycetes,1.3233603563567156e-05,CN19_Nisk_PS_Dawn_5m_1,0.0
Las19c107_10m-1,Mucoromycota,Mortierellomycetes,1.0070938667505432e-05,CN19_Nisk_PS_Dusk_10m_1,0.0
Las19c107_10m-2,Mucoromycota,Mortierellomycetes,1.956406026084057e-05,CN19_Nisk_PS_Dusk_10m_2,0.0
Las19c107_5m-1,Mucoromycota,Mortierellomycetes,1.625365524898373e-05,CN19_Nisk_PS_Dusk_5m_1,0.0
Las19c107_5m-2,Mucoromycota,Mortierellomycetes,1.4112256385630868e-05,CN19_Nisk_PS_Dusk_5m_2,0.0
Las19c107_75m-1,Mucoromycota,Mortierellomycetes,1.8286808557899875e-05,CN19_Nisk_PS_Dusk_75m_1,0.0
Las19c107_75m-2,Mucoromycota,Mortierellomycetes,2.5293992950677955e-05,CN19_Nisk_PS_Dusk_75m_2,0.0
Las19c107_75m-3,Mucoromycota,Mortierellomycetes,2.202240161397233e-05,CN19_Nisk_PS_Dusk_75m_3,0.0
1903c119_100m-1,Mucoromycota,Mortierellomycetes,2.1828176180298132e-05,CN19_Nisk_SM_Dawn_100m_1,0.0
1903c119_100m-2,Mucoromycota,Mortierellomycetes,2.8041051683560587e-05,CN19_Nisk_SM_Dawn_100m_2,0.0
1903c119_100m-3,Mucoromycota,Mortierellomycetes,2.327073442867967e-05,CN19_Nisk_SM_Dawn_100m_3,0.0
1903c119_11m-1,Mucoromycota,Mortierellomycetes,1.717964213261095e-05,CN19_Nisk_SM_Dawn_11m_1,0.0
1903c119_11m-2,Mucoromycota,Mortierellomycetes,1.1934344820643604e-05,CN19_Nisk_SM_Dawn_11m_2,0.0
1903c119_5m-2,Mucoromycota,Mortierellomycetes,1.5621296830791502e-05,CN19_Nisk_SM_Dawn_5m_1,0.0
1903c114_100m-1,Mucoromycota,Mortierellomycetes,2.4904184601575844e-05,CN19_Nisk_SM_Day_100m_1,0.0
1903c114_100m-2,Mucoromycota,Mortierellomycetes,1.6177323902841927e-05,CN19_Nisk_SM_Day_100m_2,0.0
1903c114_100m-3,Mucoromycota,Mortierellomycetes,2.844042848861449e-05,CN19_Nisk_SM_Day_100m_3,0.0
1903c114_10m-1,Mucoromycota,Mortierellomycetes,4.917196577764288e-05,CN19_Nisk_SM_Day_10m_1,0.0
1903c114_10m-2,Mucoromycota,Mortierellomycetes,1.6776893292574558e-05,CN19_Nisk_SM_Day_10m_2,0.0
1903c114_5m-2,Mucoromycota,Mortierellomycetes,6.063249120469476e-05,CN19_Nisk_SM_Day_5m_2,0.0
1903c117_100m-1,Mucoromycota,Mortierellomycetes,2.226417683626714e-05,CN19_Nisk_SM_Dusk_100m_1,0.0
1903c117_100m-2,Mucoromycota,Mortierellomycetes,9.302917340095582e-06,CN19_Nisk_SM_Dusk_100m_2,0.0
1903c117_100m-3,Mucoromycota,Mortierellomycetes,3.265450088022618e-05,CN19_Nisk_SM_Dusk_100m_3,0.0
1903c117_50m-1,Mucoromycota,Mortierellomycetes,1.3623275091988258e-05,CN19_Nisk_SM_Dusk_50m_1,0.0
1903c117_50m-2,Mucoromycota,Mortierellomycetes,5.584695402932295e-06,CN19_Nisk_SM_Dusk_50m_2,0.0
1903c117_5m-1,Mucoromycota,Mortierellomycetes,6.141105944548164e-06,CN19_Nisk_SM_Dusk_5m_1,0.0
1903c118_100m-1,Mucoromycota,Mortierellomycetes,2.7026788468160284e-05,CN19_Nisk_SM_Night_100m_1,0.0
1903c118_100m-2,Mucoromycota,Mortierellomycetes,2.644723571369155e-05,CN19_Nisk_SM_Night_100m_2,0.0
1903c118_23m-1,Mucoromycota,Mortierellomycetes,1.3750988497353872e-05,CN19_Nisk_SM_Night_23m_1,0.0
1903c118_5m-1,Mucoromycota,Mortierellomycetes,2.063093637335237e-05,CN19_Nisk_SM_Night_5m_1,0.0
1903c118_5m-2,Mucoromycota,Mortierellomycetes,1.057501331941048e-05,CN19_Nisk_SM_Night_5m_2,0.0
D0057A,Mucoromycota,Mortierellomycetes,1.252428914778011e-05,Lasker18Sc122_17_D0057,0.0
D0058A,Mucoromycota,Mortierellomycetes,1.15346563090527e-05,Lasker18Sc122_19_D0058,0.0
D0052A,Mucoromycota,Mortierellomycetes,1.1015543975646527e-05,Lasker18Sc122_3_D0052,0.0
D0053A,Mucoromycota,Mortierellomycetes,1.464528854218222e-05,Lasker18Sc122_5_D0053,0.0
D0068A,Mucoromycota,Mortierellomycetes,4.9866195145356485e-06,Lasker18Sc123_17_D0068,0.0
D0069A,Mucoromycota,Mortierellomycetes,1.0815641583848412e-05,Lasker18Sc123_19_D0069,0.0
D0063A,Mucoromycota,Mortierellomycetes,1.5793247786778606e-05,Lasker18Sc123_3_D0063,0.0
D0064A,Mucoromycota,Mortierellomycetes,1.7381456509142312e-05,Lasker18Sc123_5_D0064,0.0
D0079A,Mucoromycota,Mortierellomycetes,1.1989323791864418e-05,Lasker18Sc124_19_D0079,0.0
D0073A,Mucoromycota,Mortierellomycetes,1.2143754887867148e-05,Lasker18Sc124_3_D0073,0.0
D0074A,Mucoromycota,Mortierellomycetes,9.981074220463935e-06,Lasker18Sc124_5_D0074,0.0
D0090A,Mucoromycota,Mortierellomycetes,1.2236801765734128e-05,Lasker18Sc126_17_D0090,0.0
D0085A,Mucoromycota,Mortierellomycetes,8.0832300773524e-06,Lasker18Sc126_3_D0085,0.0
D0086A,Mucoromycota,Mortierellomycetes,4.632433636078339e-06,Lasker18Sc126_5_D0086,0.0
D0100A,Mucoromycota,Mortierellomycetes,1.4876815717814845e-05,Lasker18Sc127_17_D0100,0.0
D0101A,Mucoromycota,Mortierellomycetes,1.1160326536559644e-05,Lasker18Sc127_19_D0101,0.0
D0095A,Mucoromycota,Mortierellomycetes,1.2573121379279906e-05,Lasker18Sc127_3_D0095,0.0
D0096A,Mucoromycota,Mortierellomycetes,1.3633979629188527e-05,Lasker18Sc127_5_D0096,0.0
D0110A,Mucoromycota,Mortierellomycetes,8.046660325380862e-06,Lasker18Sc128_16_D0110,0.0
D0111A,Mucoromycota,Mortierellomycetes,1.0162060118144514e-05,Lasker18Sc128_19_D0111,0.0
D0105A,Mucoromycota,Mortierellomycetes,9.815640449940252e-06,Lasker18Sc128_3_D0105,0.0
D0107A,Mucoromycota,Mortierellomycetes,1.0603950675933985e-05,Lasker18Sc128_7_D0107,0.0
D0121A,Mucoromycota,Mortierellomycetes,8.782601176631983e-06,Lasker18Sc129_17_D0121,0.0
D0122A,Mucoromycota,Mortierellomycetes,1.1080998024685992e-05,Lasker18Sc129_19_D0122,0.0
D0116A,Mucoromycota,Mortierellomycetes,1.2321865064268886e-05,Lasker18Sc129_3_D0116,0.0
D0117A,Mucoromycota,Mortierellomycetes,1.2467590035535324e-05,Lasker18Sc129_5_D0117,0.0
D0132A,Mucoromycota,Mortierellomycetes,1.6980048053364703e-05,Lasker18Sc130_17_D0132,0.0
D0133A,Mucoromycota,Mortierellomycetes,7.090968825573854e-06,Lasker18Sc130_19_D0133,0.0
D0127A,Mucoromycota,Mortierellomycetes,1.317278942440779e-05,Lasker18Sc130_3_D0127,0.0
D0128A,Mucoromycota,Mortierellomycetes,1.2675263695014764e-05,Lasker18Sc130_5_D0128,0.0
D0142A,Mucoromycota,Mortierellomycetes,1.0719840393291504e-05,Lasker18Sc132_17_D0142,0.0
D0143A,Mucoromycota,Mortierellomycetes,1.539596612981631e-05,Lasker18Sc132_19_D0143,0.0
D0137A,Mucoromycota,Mortierellomycetes,1.175484299260194e-05,Lasker18Sc132_3_D0137,1.672436572842975e-05
D0138A,Mucoromycota,Mortierellomycetes,1.1993707308270835e-05,Lasker18Sc132_5_D0138,0.0
D0152A,Mucoromycota,Mortierellomycetes,1.2764148779990649e-05,Lasker18Sc133_17_D0152,0.0
D0153A,Mucoromycota,Mortierellomycetes,9.021590563741509e-06,Lasker18Sc133_19_D0153,0.0
D0147A,Mucoromycota,Mortierellomycetes,1.1083927547566729e-05,Lasker18Sc133_3_D0147,0.0
D0148A,Mucoromycota,Mortierellomycetes,1.0545786084466076e-05,Lasker18Sc133_5_D0148,7.692544385981106e-06
D0163A,Mucoromycota,Mortierellomycetes,1.2679386669590728e-05,Lasker18Sc134_17_D0163,0.0
D0164A,Mucoromycota,Mortierellomycetes,1.54253339030247e-05,Lasker18Sc134_19_D0164,0.0
D0158A,Mucoromycota,Mortierellomycetes,1.604519217779446e-05,Lasker18Sc134_3_D0158,0.0002387150310897
D0159A,Mucoromycota,Mortierellomycetes,1.802077042779756e-05,Lasker18Sc134_5_D0159,0.0001089888558894
D0173A,Mucoromycota,Mortierellomycetes,1.0603357835852346e-05,Lasker18Sc135_17_D0173,1.3944959245856604e-05
D0174A,Mucoromycota,Mortierellomycetes,2.24789726326048e-05,Lasker18Sc135_19_D0174,0.0
D0275A,Mucoromycota,Mortierellomycetes,1.2118565334055714e-05,Lasker18Sc158_17_D0275,0.0
D0276A,Mucoromycota,Mortierellomycetes,1.015705055716661e-05,Lasker18Sc158_19_D0276,0.0
D0270A,Mucoromycota,Mortierellomycetes,1.2821714554194727e-05,Lasker18Sc158_3_D0270,6.911248056211484e-05
D0271A,Mucoromycota,Mortierellomycetes,1.3234410463820946e-05,Lasker18Sc158_5_D0271,0.0
